titular_id,sentimiento,tickers_afectados,impacto_estimado,explicacion,analizado_en,relevancia
184,0.7,6857.T,alto,Récord de Nikkei tras resultados sólidos de Micron mitiga preocupaciones sobre demanda de semiconductores.,2026-07-04T16:34:31.353871+00:00,
185,0.55,6857.T,medio,"Advantest concluye exitosamente evento VOICE 2026, demostrando presencia de liderazgo en innovación y relaciones con clientes.",2026-07-04T16:34:42.423069+00:00,
187,0.5,6857.T,bajo,"Advantest clasificado entre nuevas acciones Strong Buy, indicando recomendación positiva de analistas.",2026-07-04T16:34:42.423308+00:00,
188,0.7,6857.T,medio,"Advantest se asocia con OpenLight para desarrollar soluciones de prueba de fotónica de silicio, expandiendo ofertas en tecnologías emergentes.",2026-07-04T16:34:42.423318+00:00,
189,0.78,6857.T,alto,"Kioxia se convierte en empresa más valiosa de Japón impulsada por demanda de chips de memoria para IA, beneficiando al ecosistema semiconductor.",2026-07-04T16:34:53.995480+00:00,
191,0.6,IFX,medio,Éxito legal de Infineon contra competidor mejora posición competitiva en tecnología GaN.,2026-07-04T16:32:59.856202+00:00,
194,0.2,IFX.DE,bajo,Pregunta exploratoria sobre estrategia China de STMicroelectronics en MCUs genera interés moderado sin conclusiones decisivas.,2026-07-04T16:33:48.102270+00:00,
195,-0.5,IFX.DE,alto,Caída de acciones europeas de chips durante liquidación de posiciones de IA afecta negativamente.,2026-07-04T16:34:31.353587+00:00,
196,0.5,IFX.DE,alto,Acuerdo de NXP en sensores expande liderazgo de STMicroelectronics en mercado de sensores.,2026-07-04T16:34:31.353819+00:00,
197,0.8,IFX.DE,alto,Revaluación de Infineon con revisiones al alza por demanda de poder en IA genera perspectivas muy positivas.,2026-07-04T16:34:31.354000+00:00,
198,-0.75,IFX.DE,alto,"Infineon pierde batalla de patentes en China sobre productos GaN, afectando competitividad y potencial de ingresos en mercado asiático.",2026-07-04T16:34:42.423039+00:00,
199,-0.6,"MRVL,HX,IPGP,IFX.DE",medio,"Múltiples acciones de semiconductores cotizan a la baja incluyendo Marvell, Himax e IPG Photonics, reflejando debilidad sectorial.",2026-07-04T16:34:42.423244+00:00,
200,-0.65,"AMAT,TER,ENTG,IFX.DE",alto,"Applied Materials, Teradyne y Entegris caen significativamente, indicando presión en proveedores de equipos de semiconductor.",2026-07-04T16:34:42.423263+00:00,
201,-0.6,"ADI,MCHP,IFX.DE",medio,"Analog Devices y Microchip Technology sufren caídas importantes, mostrando debilidad en fabricantes de semiconductores especializados.",2026-07-04T16:34:42.423276+00:00,
202,-0.55,"VSH,AMTX,FFMH,IFX.DE",medio,"Vishay Intertechnology, Amtech y FormFactor experimentan caídas, reflejando presión en componentes discretos y equipos de prueba.",2026-07-04T16:34:42.423288+00:00,
203,0.6,NVDA,medio,"Jim Cramer analiza positivamente el potencial de NVIDIA para cambiar la dirección de precios, generando optimismo en inversores.",2026-07-04T16:32:27.752964+00:00,
204,0.8,NVDA,alto,Reafirmación de asociación Palantir-Nvidia en defensa nacional demuestra solidez de relaciones comerciales clave de NVDA.,2026-07-04T16:30:47.306495+00:00,
205,0.65,NVDA,medio,Artículo sobre construcción de empresa valorada en $5B por Nvidia destaca dominio de mercado y poder de monetización.,2026-07-04T16:33:48.102994+00:00,
206,-0.55,NVDA,alto,Anuncio de chip competidor chino 478x más rápido que GPU Nvidia representa amenaza competitiva significativa.,2026-07-04T16:31:08.712024+00:00,
207,0.7,NVDA,alto,Noticia positiva sobre compra de tecnológicas por Trump con reversión de aranceles favorece rally en semiconductores como Nvidia.,2026-07-04T16:32:49.520930+00:00,
208,-0.7,NVDA,medio,Incautación de chips Nvidia por contrabando genera riesgos regulatorios y reputacionales para la compañía y sus operaciones en el comercio global.,2026-07-04T16:33:23.297980+00:00,
209,0.55,NVDA,alto,Reclutamiento de ejecutivo senior de Microsoft con paquete de 40M+ demuestra confianza en crecimiento de Nvidia.,2026-07-04T16:32:38.113384+00:00,
210,0.75,NVDA,alto,"Nueva supercomputadora con 1,088 GPUs H100 valida demanda sostenida y liderazgo de NVIDIA en IA.",2026-07-04T16:31:31.157236+00:00,
211,0.6,NVDA,medio,"Gratuidad de Omniverse amplía adopción de plataforma NVIDIA, potenciando ecosistema pero sin impacto inmediato en ingresos.",2026-07-04T16:31:43.023802+00:00,
212,-0.85,"NVDA,MU,AMAT",alto,Las posiciones cortas de Michael Burry contra grandes fabricantes de chips generan presión vendedora y señalan preocupaciones sobre valoraciones excesivas en el sector.,2026-07-04T16:32:06.141822+00:00,
213,0.7,NVDA,alto,Anuncio del desbloqueo de capacidad de computación AI y ampliación de asociaciones refuerza posición de liderazgo de Nvidia en infraestructura de IA.,2026-07-04T16:33:23.298020+00:00,
214,0.7,NVDA,alto,Expansión de IA física de Nvidia con Verkada y talento de Microsoft refuerza liderazgo en AI edge computing.,2026-07-04T16:31:08.711828+00:00,
215,0.7,NVDA,alto,Alianza de Palantir-Nvidia en seguridad nacional expande mercado de aplicaciones de alto valor para Nvidia.,2026-07-04T16:31:08.712008+00:00,
216,0.5,NVDA,medio,Colaboración de Verkada con NVIDIA en Physical AI expande aplicaciones de tecnología Nvidia en nuevos segmentos.,2026-07-04T16:33:48.102983+00:00,
217,0.8,NVDA,alto,Posicionamiento de NVIDIA en boom de robótica por billones de dólares presenta oportunidad de crecimiento exponencial.,2026-07-04T16:31:43.023817+00:00,
218,0.15,AMD,bajo,Actualización técnica de drivers para GPUs AMD con correcciones de software muestra mejora operativa pero impacto limitado.,2026-07-04T16:33:48.102698+00:00,
219,0.5,AMD,medio,Actualización mayor de software FSR 4.1 mejora competitividad de AMD Radeon en gaming y workstations profesionales.,2026-07-04T16:33:11.653699+00:00,
221,0.75,AMD,alto,Lanzamiento de nuevos productos Ryzen y Radeon con performance competitiva refuerza posición de AMD en gaming y computación.,2026-07-04T16:31:43.023790+00:00,
222,0.6,AMD,medio,Lanzamiento de workstation con procesadores AMD Ryzen AI demuestra adopción en mercado de IA con impacto positivo para AMD.,2026-07-04T16:32:17.391978+00:00,
223,0.3,AMD,bajo,Filtraciones de ingenierías de próximas GPUs AMD generan interés técnico pero no impacto financiero inmediato comprobado.,2026-07-04T16:33:11.653694+00:00,
225,-0.65,AMD,medio,Retorno de Ryzen 5800X3D se percibe como señal de alerta sobre competitividad de AMD en mercado de procesadores.,2026-07-04T16:30:47.306428+00:00,
226,-0.55,"AMD,INTC",alto,Advertencia crítica para inversores de AMD e Intel plantea riesgos importantes para ambas compañías.,2026-07-04T16:32:38.113403+00:00,
227,-0.5,AMD,alto,Caída desde máximo histórico de AMD indica corrección de valorización y perspectivas alcistas menos optimistas.,2026-07-04T16:33:34.474906+00:00,
228,0.5,AMD,medio,"Nuevo producto Versal Premium Gen 2 de AMD demuestra innovación continua en diseño y memoria, mejorando oferta competitiva.",2026-07-04T16:34:10.636856+00:00,
229,0.85,"AMD,INTC,MU",alto,Rally de Q2 2026 en chips IA genera optimismo significativo para fabricantes de semiconductores de alto rendimiento.,2026-07-04T16:31:31.156295+00:00,
230,0.8,"AMD,MU,INTC",alto,Rally histórico en el sector de chips agrega $2 billones en valor combinado durante el segundo trimestre.,2026-07-04T16:33:58.933470+00:00,
231,0.7,"AMD,NVDA",alto,AMD superando a NVDA en retornos del primer semestre posiciona a AMD favorablemente y cuestiona la perpetua dominancia de NVDA.,2026-07-04T16:30:47.306439+00:00,
232,0.6,AMD,medio,"Movimiento positivo del stock de AMD sugiere noticias favorables sobre producto, estrategia o resultados financieros.",2026-07-04T16:34:10.636593+00:00,
234,0.2,,bajo,Noticia sobre equipamiento militar ruso carece de conexión directa relevante con semiconductores comerciales.,2026-07-04T16:31:53.634469+00:00,
235,-0.3,INTC,bajo,"Noticia sobre NBA trade con referencia menor a Intel, sin impacto relevante en el sector semiconductor.",2026-07-04T16:32:27.753186+00:00,
236,0.4,INTC,medio,Análisis sobre eficiencia energética de IA en Intel sugiere ventajas competitivas en demanda futura.,2026-07-04T16:31:19.346280+00:00,
237,0.1,INTC,bajo,"Review de producto mini PC con procesadores Intel, relevancia comercial limitada.",2026-07-04T16:31:19.346216+00:00,
238,-0.8,,bajo,Declaración política sobre venganza de Irán sin conexión real con operaciones de Intel.,2026-07-04T16:31:19.346268+00:00,
239,0.55,INTC,medio,Nuevos SKUs de Nova Lake-S con mejoras de rendimiento gaming sugieren recuperación tecnológica para Intel.,2026-07-04T16:31:53.634352+00:00,
240,-0.7,INTC,alto,Purga de altos ejecutivos en administración Trump crea incertidumbre política y operacional severa para Intel.,2026-07-04T16:31:53.634365+00:00,
241,-0.7,INTC,alto,Colapso de oportunidad de fabricar chips Apple A20 es revés significativo para diversificación y crecimiento de INTC.,2026-07-04T16:31:43.023911+00:00,
242,0.5,INTC,medio,Compromiso de Intel en Carolina del Sur para fab demuestra inversión en capacidad local y confianza estratégica.,2026-07-04T16:31:31.157258+00:00,
243,0.3,INTC,medio,"Intel destaca inversiones en innovación, IA y manufactura en EE.UU., reafirmando posición pero sin hechos concretos nuevos.",2026-07-04T16:34:21.647304+00:00,
244,0.6,INTC,medio,Movimiento positivo del stock de Intel indica recuperación de confianza en la empresa tras recientes desafíos.,2026-07-04T16:34:10.636681+00:00,
245,0.3,INTC,bajo,"Noticia técnica sobre soporte de gráficos en Linux para nuevas architecturas de Intel, impacto mínimo en cotización.",2026-07-04T16:31:19.344835+00:00,
246,0.5,INTC,alto,Inicio de construcción del hub de fabricación de Intel en Santa Clara es señal positiva de expansión e inversión en capacidad.,2026-07-04T16:33:34.474913+00:00,
247,-0.6,QCOM,alto,Cuarta pérdida consecutiva de QCOM tras negación de Musk indica deterioro de sentimiento y perspectivas comerciales con SpaceX.,2026-07-04T16:33:34.474814+00:00,
248,0.4,QCOM,medio,Adquisición de empresa cibernética israelí por Qualcomm por $150M demuestra expansión estratégica e innovación en seguridad.,2026-07-04T16:33:48.102949+00:00,
249,0.6,QCOM,medio,Lanzamiento de Xiaomi 18 con Snapdragon 8 Elite Gen 6 valida demanda de productos Qualcomm en smartphones premium.,2026-07-04T16:31:53.634421+00:00,
250,0.7,QCOM,alto,Potencial de Qualcomm como proveedor de módems para iPhone 18 Pro representa oportunidad de crecimiento significativo.,2026-07-04T16:32:49.522190+00:00,
251,0.5,QCOM,medio,Nuevo producto Dragonfly de Qualcomm eleva la competencia pero refuerza posición tecnológica de la empresa en procesadores de próxima generación.,2026-07-04T16:33:23.298142+00:00,
252,-0.5,QCOM,medio,"Inicial expectativa positiva por potencial comercio con SpaceX seguida de desilusión tras negación de Elon Musk, generando volatilidad negativa.",2026-07-04T16:33:34.474537+00:00,
253,-0.4,QCOM,medio,"Samsung abandona Exynos por Snapdragon afecta negativamente a QCOM al perder potencial cliente premium, aunque gana en volumen presupuesto.",2026-07-04T16:33:11.653619+00:00,
254,-0.55,QCOM,alto,Downgrade de rating en Qualcomm que rechaza su posicionamiento como ganador de IA genera impacto negativo significativo.,2026-07-04T16:33:48.102964+00:00,
255,0.4,QCOM,medio,Desarrollo de solución High Bandwidth Compute de Qualcomm muestra innovación positiva para reducir costos de memoria en IA.,2026-07-04T16:33:34.474824+00:00,
256,-0.5,QCOM,medio,Exclusión de índices Russell indica debilitamiento de posición relativa de QCOM en mercado de pequeño cap.,2026-07-04T16:33:11.653678+00:00,
257,0.5,QCOM,medio,Reconocimiento de Qualcomm como stock de dividendos atractivos refuerza percepción de valor.,2026-07-04T16:31:19.345993+00:00,
258,0.5,QCOM,medio,Lanzamiento de solución Linux 2.0 de Qualcomm para IoT demuestra progreso tecnológico y diversificación de mercados.,2026-07-04T16:34:10.636647+00:00,
260,-0.8,QCOM,alto,Negación de Elon Musk e inclusión en índices generan presión bajista significativa en QCOM con caída de precio.,2026-07-04T16:31:43.023783+00:00,
261,0.5,QCOM,medio,Upgrade de Morgan Stanley sobre Qualcomm es positivo pero la cautela en roadmap de IA limita el impacto total.,2026-07-04T16:34:10.636820+00:00,
263,-0.4,AVGO,bajo,Migración de máquinas virtuales de VMware puede afectar parcialmente pero Broadcom tiene diversificación en su portafolio de negocios.,2026-07-04T16:33:34.474723+00:00,
264,0.4,AVGO,bajo,Estrategia de opciones bullish sugiere potencial alcista de corto plazo en AVGO pero es analisis táctico limitado.,2026-07-04T16:33:11.653691+00:00,
265,-0.7,AVGO,alto,"Análisis crítico señala que el consenso de cash flow libre de Broadcom colapsa bajo stress testing, preocupa viabilidad financiera.",2026-07-04T16:32:27.753164+00:00,
266,0.4,AVGO,medio,Comparativa entre Broadcom y Navitas destaca oportunidades en chips de IA pero refleja incertidumbre sobre valuaciones.,2026-07-04T16:32:49.521969+00:00,
267,-0.3,AVGO,bajo,"Venta de insiders sugiere cautela sobre perspectivas de Broadcom, pero es un indicador débil si no hay contexto de grandes volúmenes.",2026-07-04T16:33:11.653016+00:00,
268,0.2,AVGO,bajo,Levantamiento de restricciones en modelos de IA es positivo para ecosistema pero impacto indirecto en Broadcom.,2026-07-04T16:33:34.474894+00:00,
269,0.2,AVGO,medio,Análisis comparativo favoreciendo Broadcom sobre Marvell en posicionamiento para boom de IA sugiere ventaja competitiva percibida.,2026-07-04T16:33:34.475046+00:00,
270,-0.6,AVGO,medio,Venta de alto volumen de acciones por ejecutivo interno genera señal negativa sobre confianza en perspectivas futuras de Broadcom.,2026-07-04T16:33:23.298222+00:00,
271,-0.6,AVGO,alto,"Broadcom experimenta caída significativa de precio, reflejando pesimismo del mercado sobre perspectivas financieras.",2026-07-04T16:32:27.753375+00:00,
272,0.9,AVGO,alto,Perspectiva muy alcista sobre Broadcom indicando continuación de tendencia alcista y nuevo ciclo de crecimiento.,2026-07-04T16:30:58.397965+00:00,
274,0.5,AVGO,medio,"Analistas ven oportunidad de compra en la caída del 20% de Broadcom, indicando confianza en recuperación.",2026-07-04T16:33:58.933448+00:00,
275,0.75,AVGO,alto,Revelación de chip Jalapeño con OpenAI abre oportunidad masiva de crecimiento en IA para Broadcom.,2026-07-04T16:31:08.712001+00:00,
276,-0.3,AVGO,bajo,"T-Mobile abandona VMware, lo que refleja presión en el ecosistema de infraestructura sin impacto directo en Broadcom.",2026-07-04T16:33:58.933335+00:00,
277,0.15,TXN,bajo,Anuncio administrativo sobre nueva CFO tiene impacto limitado en perspectiva operacional.,2026-07-04T16:31:08.711716+00:00,
278,0.3,TXN,bajo,"Noticia sobre beneficios laborales de TXN, tiene impacto positivo marginal en la percepción de la empresa pero no afecta directamente el negocio.",2026-07-04T16:34:10.635767+00:00,
280,0.6,TXN,medio,Texas Instruments con suba del 68% año a la fecha genera optimismo sobre continuación de momentum en 2027.,2026-07-04T16:33:48.102906+00:00,
281,0.2,TXN,medio,Texas Instruments evalúa expansión de capacidad pero con preocupaciones sobre valuación actual de la acción.,2026-07-04T16:33:58.933668+00:00,
282,-0.3,TXN,bajo,Valuación elevada con perspectivas de crecimiento limitadas sugiere mercado ya ha asignado prima al precio actual de Texas Instruments.,2026-07-04T16:33:23.298294+00:00,
283,0.3,TXN,medio,"Texas Instruments sube 4.4% pero se considera sobrevaloada, generando señales mixtas al mercado.",2026-07-04T16:33:58.933460+00:00,
285,0.2,TXN,medio,Análisis sobre cambios en el rol de TXN en índices sugiere evaluación de posición estratégica con potencial revaluación.,2026-07-04T16:34:21.647231+00:00,
286,0.3,TXN,medio,TXN reconocido como beneficiario de AI pero la valoración actual no justifica compra según analistas.,2026-07-04T16:33:58.933678+00:00,
